status,experience_id,transaction_id,user_id,timestamp,experience_description,total_spend,enhanced_redemption_rate,boost_type,match_status,required_link,clean_description
redeemable,ba328510-ff02-45d9-8eee-c1e3f98f709c,d87efdc6-4aa5-4738-95b6-db2ee7eadace,9119c8ee-2828-4148-8dd2-e09eee42ee67,2025-12-15 08:46:21,FRIVE offer,96.17,False,,match,False,FRIVE
redeemable,ba328510-ff02-45d9-8eee-c1e3f98f709c,f8c046be-b6c1-45a7-9013-5002b3a105b8,2ffc62a1-1512-4569-a031-757068b99f4d,2025-10-22 00:28:16,FRIVE offer,95.57,True,time_based,match,False,FRIVE
not_redeemable,ba328510-ff02-45d9-8eee-c1e3f98f709c,96996db4-27db-4914-a0a8-8b8cafefcf49,e588da33-cc15-4aaf-9a21-2a9b98afd8e7,2025-10-26 08:45:20,FRIVE offer,106.78,False,,match_denied,True,FRIVE
not_redeemable,ba328510-ff02-45d9-8eee-c1e3f98f709c,52ecef36-2582-4860-ac73-c160b917c931,1c2f7862-ba10-4494-88cf-afd94f79b6f1,2025-05-09 05:14:11,FRIVE offer,26.22,False,,match_denied,True,FRIVE
not_redeemable,ba328510-ff02-45d9-8eee-c1e3f98f709c,7e814b3f-40f4-433f-8a1d-5395aca56c0e,57f7500a-2b65-46ee-b0ae-bf00a8c9ef60,2025-10-03 23:02:27,FRIVE offer,102.88,False,,match_denied,True,FRIVE
not_redeemable,ba328510-ff02-45d9-8eee-c1e3f98f709c,6fa6f44d-7919-4aa4-b7f8-de4569c1242a,57f7500a-2b65-46ee-b0ae-bf00a8c9ef60,2025-07-16 01:21:14,FRIVE offer,79.15,False,,match_denied,True,FRIVE
redeemable,ba328510-ff02-45d9-8eee-c1e3f98f709c,e4f41de2-4603-4671-9269-9d386ed6cf75,ba4ea1a4-1566-49f4-a5ea-5b3bafe4c133,2025-10-25 13:25:11,FRIVE offer,30.52,True,time_based,match,False,FRIVE
redeemable,ba328510-ff02-45d9-8eee-c1e3f98f709c,7d762f1a-e537-43ce-9f67-eff1362842df,ed6d8a85-0e1a-4be0-a1d4-3b6bc96ddef6,2025-05-05 18:09:40,FRIVE offer,79.85,True,time_based,match,False,FRIVE
redeemable,ba328510-ff02-45d9-8eee-c1e3f98f709c,04d7bd9e-2d39-4770-88bd-5d96ea471b6b,7831baba-3a1e-43e5-8fe8-f6091ae067c8,2025-05-15 13:05:34,FRIVE offer,90.21,True,time_based,match,False,FRIVE
redeemable,ba328510-ff02-45d9-8eee-c1e3f98f709c,0f6bd8ff-2549-47d3-ae9b-c40e21e7be73,f26ae5e1-519b-45ca-93f9-11b50c50e21d,2025-12-18 20:57:25,FRIVE offer,25.95,False,,match,False,FRIVE
redeemable,ba328510-ff02-45d9-8eee-c1e3f98f709c,a6f993ea-f7c7-44b6-bba0-da4fb2a14a5d,1c2f7862-ba10-4494-88cf-afd94f79b6f1,2025-10-05 23:23:13,FRIVE offer,88.08,False,,match,False,FRIVE
redeemable,ba328510-ff02-45d9-8eee-c1e3f98f709c,9d2ed26b-e121-4b65-8619-ec243ae9733f,82819130-a6a0-4816-9f0d-8c5f37829f3d,2025-01-08 23:11:15,FRIVE offer,19.31,False,,match,False,FRIVE
redeemable,ba328510-ff02-45d9-8eee-c1e3f98f709c,9401127b-c6ad-4c9c-b1c6-0765a62a8126,0f243601-5521-45d7-b9cd-d26c266b6e3c,2025-12-25 07:25:27,FRIVE offer,50.31,False,,match,False,FRIVE
redeemable,ba328510-ff02-45d9-8eee-c1e3f98f709c,0f5c7258-1f17-4c9f-b905-4c802b862963,2ffc62a1-1512-4569-a031-757068b99f4d,2025-05-21 17:27:38,FRIVE offer,77.21,False,,match,False,FRIVE
redeemable,ba328510-ff02-45d9-8eee-c1e3f98f709c,38c692ed-1133-411a-b8fb-ddbb4ff7dd38,ae45ec26-bb2e-4aa8-af19-033b46c09b04,2025-05-06 09:36:40,FRIVE offer,46.04,False,,match,False,FRIVE
redeemable,ba328510-ff02-45d9-8eee-c1e3f98f709c,2801414f-ef64-4ae5-ad29-d305aca17f2d,dc6fc45e-5eb0-413b-b418-aeef67c8e83f,2025-05-04 23:41:36,FRIVE offer,66.92,False,,match,False,FRIVE
redeemable,ba328510-ff02-45d9-8eee-c1e3f98f709c,9a46656a-3e60-4428-aca8-4779107b238c,0c796ddd-8cd1-4192-a4ad-fd023d51f23c,2025-10-02 17:41:33,FRIVE offer,74.01,True,time_based,match,False,FRIVE
redeemable,ba328510-ff02-45d9-8eee-c1e3f98f709c,cd7aa022-154c-40db-94cd-e49e839d137a,1fb2fb40-409b-415d-9ae5-2bf40f8c474b,2025-01-07 01:54:06,FRIVE offer,57.69,False,,match,False,FRIVE
redeemable,ba328510-ff02-45d9-8eee-c1e3f98f709c,4380846a-8396-490c-9a96-4744f40105fd,0c796ddd-8cd1-4192-a4ad-fd023d51f23c,2024-07-25 11:59:30,FRIVE offer,31.38,False,,match,False,FRIVE
redeemable,ba328510-ff02-45d9-8eee-c1e3f98f709c,c4bbf34a-a847-4aa8-a6a9-b25f7006ecee,57f7500a-2b65-46ee-b0ae-bf00a8c9ef60,2025-12-13 20:40:45,FRIVE offer,74.86,False,,match,False,FRIVE
redeemable,ba328510-ff02-45d9-8eee-c1e3f98f709c,2043018d-3c85-472b-8db2-b04863001c07,1fb2fb40-409b-415d-9ae5-2bf40f8c474b,2025-01-27 22:55:51,FRIVE offer,43.87,True,time_based,match,False,FRIVE
not_redeemable,ba328510-ff02-45d9-8eee-c1e3f98f709c,99e3aa22-ffce-4379-878b-1ba140932248,f770b398-a7bc-41b1-b621-dd2e850205bb,2025-01-23 08:30:15,FRIVE offer,102.97,False,,match_denied,True,FRIVE
redeemable,ba328510-ff02-45d9-8eee-c1e3f98f709c,03e2ad1c-122e-4fc5-b514-8e4ba9d750d8,9119c8ee-2828-4148-8dd2-e09eee42ee67,2025-01-15 13:06:04,FRIVE offer,34.38,False,,match,False,FRIVE
not_redeemable,ba328510-ff02-45d9-8eee-c1e3f98f709c,2cd44e8d-1e5c-469a-a16d-7ee96629f98c,e588da33-cc15-4aaf-9a21-2a9b98afd8e7,2025-10-08 05:47:37,FRIVE offer,66.71,True,time_based,match_denied,True,FRIVE
redeemable,ba328510-ff02-45d9-8eee-c1e3f98f709c,b1d98eb5-a283-4b21-90cc-e2fef3c4e4af,b7b9f418-63d5-4bc5-bee9-f925f8f2b803,2025-07-27 00:39:22,FRIVE offer,93.22,True,time_based,match,False,FRIVE
redeemable,ba328510-ff02-45d9-8eee-c1e3f98f709c,25084245-eb4c-4f1f-ac26-05758787d937,f26ae5e1-519b-45ca-93f9-11b50c50e21d,2025-03-12 11:44:55,FRIVE offer,44.74,False,,match,False,FRIVE
redeemable,ba328510-ff02-45d9-8eee-c1e3f98f709c,9494d03f-9131-42e8-9ca6-b3a112c0c20a,dc6fc45e-5eb0-413b-b418-aeef67c8e83f,2025-03-06 02:50:08,FRIVE offer,65.5,False,,match,False,FRIVE
not_redeemable,ba328510-ff02-45d9-8eee-c1e3f98f709c,483522fc-ac0a-4b7d-90b4-a2e0129621f5,37e2cb0e-01f6-45db-914c-6d8863a92600,2025-12-06 03:52:42,FRIVE offer,68.59,False,,match_denied,True,FRIVE
redeemable,ba328510-ff02-45d9-8eee-c1e3f98f709c,2dc74c93-e2f0-4a65-8df1-2be7bd5c7c1b,fb8a8020-15c9-4dd0-b850-d47e8367fdf8,2025-07-30 16:51:49,FRIVE offer,100.51,False,,match,False,FRIVE
redeemable,ba328510-ff02-45d9-8eee-c1e3f98f709c,2a2ad3f3-bcc3-47b8-9b4d-fcb2b2c09b49,fb8a8020-15c9-4dd0-b850-d47e8367fdf8,2025-05-06 23:09:48,FRIVE offer,36.42,False,,match,False,FRIVE
redeemable,ba328510-ff02-45d9-8eee-c1e3f98f709c,7fce2ed0-6ca4-42f0-b671-9f1707d73c8c,e588da33-cc15-4aaf-9a21-2a9b98afd8e7,2025-03-04 20:13:21,FRIVE offer,25.34,True,time_based,match,False,FRIVE
redeemable,ba328510-ff02-45d9-8eee-c1e3f98f709c,f94018c9-4af1-4e67-893a-7cfd8c4a8aba,5d1937ae-6f42-45dd-a708-a3d8b2ef1089,2025-05-07 00:17:09,FRIVE offer,42.5,False,,match,False,FRIVE
not_redeemable,ba328510-ff02-45d9-8eee-c1e3f98f709c,6e5db07c-dcff-4938-af75-45aa286f9971,f770b398-a7bc-41b1-b621-dd2e850205bb,2025-07-26 09:24:56,FRIVE offer,15.31,False,,match_denied,True,FRIVE
redeemable,ba328510-ff02-45d9-8eee-c1e3f98f709c,4407c4b1-2a14-422a-82f6-abbf3f3b0894,0c796ddd-8cd1-4192-a4ad-fd023d51f23c,2025-03-28 01:48:40,FRIVE offer,54.68,True,time_based,match,False,FRIVE
redeemable,ba328510-ff02-45d9-8eee-c1e3f98f709c,18d19bf9-5eeb-4172-ba00-ae9353eecbb9,ed6d8a85-0e1a-4be0-a1d4-3b6bc96ddef6,2025-03-15 02:37:06,FRIVE offer,109.28,False,,match,False,FRIVE
redeemable,ba328510-ff02-45d9-8eee-c1e3f98f709c,93bda8b4-9809-4ef1-ad15-ea02daa48b3d,37e2cb0e-01f6-45db-914c-6d8863a92600,2024-05-05 18:20:24,FRIVE offer,57.39,False,,match,False,FRIVE
redeemable,ba328510-ff02-45d9-8eee-c1e3f98f709c,a5183c60-56ba-4f5a-a664-c41f0568ce8f,53389114-0b1a-4a9e-a9ef-fb2a0bc47df2,2025-03-12 20:12:28,FRIVE offer,73.56,False,,match,False,FRIVE
redeemable,ba328510-ff02-45d9-8eee-c1e3f98f709c,7cedc2c6-86ea-4772-9ba5-82509fc2eeb7,c251d7c3-4e08-4493-b514-38640022f239,2025-10-13 03:37:29,FRIVE offer,46.5,True,time_based,match,False,FRIVE
redeemable,ba328510-ff02-45d9-8eee-c1e3f98f709c,b8dfacc1-74e9-4c90-9c25-659dfda2bc60,37e2cb0e-01f6-45db-914c-6d8863a92600,2025-10-06 11:01:22,FRIVE offer,91.19,True,time_based,match,False,FRIVE
redeemable,ba328510-ff02-45d9-8eee-c1e3f98f709c,cab49111-9c6a-4187-a4b5-68ff8378c542,ba4ea1a4-1566-49f4-a5ea-5b3bafe4c133,2025-01-23 07:27:16,FRIVE offer,23.28,True,time_based,match,False,FRIVE
redeemable,ba328510-ff02-45d9-8eee-c1e3f98f709c,4fb9ea9d-dc6e-4a98-8ba3-eec80431e3bb,e52c4efa-d593-46da-892e-3708e27a0de3,2025-07-23 19:51:58,FRIVE offer,63.5,True,time_based,match,False,FRIVE
not_redeemable,ba328510-ff02-45d9-8eee-c1e3f98f709c,5a808a2b-df97-40bb-a3ad-8b815ff22914,4c5d30c1-c7d7-4291-80af-82e80f68f70e,2025-07-31 22:28:32,FRIVE offer,29.15,True,time_based,match_denied,True,FRIVE
redeemable,ba328510-ff02-45d9-8eee-c1e3f98f709c,1a63f91a-9170-45ab-bdfc-c0c90f728d04,82819130-a6a0-4816-9f0d-8c5f37829f3d,2025-03-16 17:21:50,FRIVE offer,67.81,True,time_based,match,False,FRIVE
redeemable,ba328510-ff02-45d9-8eee-c1e3f98f709c,51e0dd03-e2ac-43a6-97a8-fd72b4e19530,b7b9f418-63d5-4bc5-bee9-f925f8f2b803,2025-03-16 16:29:48,FRIVE offer,49.47,False,,match,False,FRIVE
redeemable,ba328510-ff02-45d9-8eee-c1e3f98f709c,a84fc7e1-413b-4f1c-844d-c40a48babc29,d889683c-0b36-4e3a-bad5-2c7da4cdf851,2025-05-14 13:56:27,FRIVE offer,15.17,False,,match,False,FRIVE
redeemable,ba328510-ff02-45d9-8eee-c1e3f98f709c,012513bb-0cd5-4c07-8964-270b8c2857e5,9119c8ee-2828-4148-8dd2-e09eee42ee67,2025-03-31 20:37:26,FRIVE offer,76.06,False,,match,False,FRIVE
redeemable,ba328510-ff02-45d9-8eee-c1e3f98f709c,d793daa3-54df-4db1-9e97-4943c92e77d6,f26ae5e1-519b-45ca-93f9-11b50c50e21d,2025-05-19 00:23:34,FRIVE offer,109.19,True,time_based,match,False,FRIVE
redeemable,ba328510-ff02-45d9-8eee-c1e3f98f709c,c5f1e806-e754-45af-ab25-09a3d5fc7eec,37e2cb0e-01f6-45db-914c-6d8863a92600,2024-05-22 00:28:03,FRIVE offer,39.14,False,,match,False,FRIVE
redeemable,ba328510-ff02-45d9-8eee-c1e3f98f709c,0aae0c2f-cfcf-4ccf-8732-a07ac47a02d8,0c796ddd-8cd1-4192-a4ad-fd023d51f23c,2025-05-23 03:39:58,FRIVE offer,32.12,False,,match,False,FRIVE
redeemable,ba328510-ff02-45d9-8eee-c1e3f98f709c,50c20f28-c6f7-4c5a-a705-0615bfdf0b0c,d889683c-0b36-4e3a-bad5-2c7da4cdf851,2025-12-05 10:49:40,FRIVE offer,106.32,True,time_based,match,False,FRIVE
redeemable,ba328510-ff02-45d9-8eee-c1e3f98f709c,bb4c5cd1-18c3-4838-8fce-9435296fb6a2,0f243601-5521-45d7-b9cd-d26c266b6e3c,2025-12-10 23:16:30,FRIVE offer,80.18,True,time_based,match,False,FRIVE
redeemable,ba328510-ff02-45d9-8eee-c1e3f98f709c,ac17b197-9743-49e3-9cb3-82058413b460,b7b9f418-63d5-4bc5-bee9-f925f8f2b803,2025-01-03 16:43:18,FRIVE offer,79.87,False,,match,False,FRIVE
redeemable,ba328510-ff02-45d9-8eee-c1e3f98f709c,42505732-5cff-4e7a-b957-8cdc019a1e45,fb8a8020-15c9-4dd0-b850-d47e8367fdf8,2025-12-04 14:15:23,FRIVE offer,43.8,False,,match,False,FRIVE
redeemable,ba328510-ff02-45d9-8eee-c1e3f98f709c,e09831d0-a679-4997-bd77-29bcaee02d3f,ba4ea1a4-1566-49f4-a5ea-5b3bafe4c133,2025-05-04 14:13:00,FRIVE offer,88.18,False,,match,False,FRIVE
redeemable,ba328510-ff02-45d9-8eee-c1e3f98f709c,c74598a1-d947-42b8-9431-7e937d5017ce,57f7500a-2b65-46ee-b0ae-bf00a8c9ef60,2025-01-22 02:39:24,FRIVE offer,28.48,True,time_based,match,False,FRIVE
not_redeemable,ba328510-ff02-45d9-8eee-c1e3f98f709c,cf57867c-8a26-4f35-9483-fb97dea37c30,5d1937ae-6f42-45dd-a708-a3d8b2ef1089,2025-03-06 14:38:46,FRIVE offer,98.92,False,,match_denied,True,FRIVE
redeemable,ba328510-ff02-45d9-8eee-c1e3f98f709c,24d6ac67-4078-4c83-96f2-55769dd9d872,9119c8ee-2828-4148-8dd2-e09eee42ee67,2025-01-25 11:24:45,FRIVE offer,51.64,False,,match,False,FRIVE
redeemable,ba328510-ff02-45d9-8eee-c1e3f98f709c,9a9697df-bf6c-4bc4-9409-8e856766a708,4c5d30c1-c7d7-4291-80af-82e80f68f70e,2025-10-11 22:53:56,FRIVE offer,109.34,False,,match,False,FRIVE
redeemable,ba328510-ff02-45d9-8eee-c1e3f98f709c,292b3c6d-5e87-4dcc-8627-fc2fc177e7f6,d889683c-0b36-4e3a-bad5-2c7da4cdf851,2025-12-08 19:43:49,FRIVE offer,51.05,False,,match,False,FRIVE
redeemable,ba328510-ff02-45d9-8eee-c1e3f98f709c,5facd36c-fb8c-40b6-878a-2c912e4b3201,ba4ea1a4-1566-49f4-a5ea-5b3bafe4c133,2025-05-27 08:28:16,FRIVE offer,70.39,False,,match,False,FRIVE
not_redeemable,ba328510-ff02-45d9-8eee-c1e3f98f709c,ca8ee87c-83ca-4130-88e4-cc0752c1e609,e52c4efa-d593-46da-892e-3708e27a0de3,2025-10-31 01:33:51,FRIVE offer,65.75,False,,match_denied,True,FRIVE
redeemable,ba328510-ff02-45d9-8eee-c1e3f98f709c,320c2826-92a4-485a-9a25-a05bb6c9c00b,d889683c-0b36-4e3a-bad5-2c7da4cdf851,2025-05-02 13:44:57,FRIVE offer,67.79,True,time_based,match,False,FRIVE
redeemable,ba328510-ff02-45d9-8eee-c1e3f98f709c,fef0c0f2-65fa-46ab-bbd5-2a695b8f1579,33cc06a2-97db-4b07-abcf-190031db941b,2025-10-17 21:34:55,FRIVE offer,45.22,False,,match,False,FRIVE
redeemable,ba328510-ff02-45d9-8eee-c1e3f98f709c,e268aba9-d044-4777-aaa7-4d8293b1c1c8,5d1937ae-6f42-45dd-a708-a3d8b2ef1089,2025-05-05 06:00:12,FRIVE offer,109.77,False,,match,False,FRIVE
redeemable,ba328510-ff02-45d9-8eee-c1e3f98f709c,ccd071a0-22f9-42c5-9737-b5682908d8b7,1c2f7862-ba10-4494-88cf-afd94f79b6f1,2025-07-24 02:30:26,FRIVE offer,86.39,False,,match,False,FRIVE
redeemable,a87612e1-6714-4504-96fd-28d057ac1387,a484ce7f-841b-437e-b475-3ee391f5f486,115bef29-4323-41b4-a173-accb7d84fa6e,2025-12-10 12:00:00,Gopuff offer,5.91,TRUE,time_based,match,FALSE,Gopuff
redeemable,a87612e1-6714-4504-96fd-28d057ac1387,7619a5af-d7f2-4d55-994a-d740ea8fec16,0980390a-7112-4d20-a562-5232cdfcf806,2025-12-25 12:00:00,Gopuff offer,11.91,TRUE,time_based,match,FALSE,Gopuff
redeemable,a87612e1-6714-4504-96fd-28d057ac1387,37b80a7b-480e-4426-beb3-e4e80b61334d,e41c19db-68f3-483f-a248-09a811f24631,2025-12-04 12:00:00,Gopuff offer,32.06,FALSE,,match,FALSE,Gopuff
redeemable,a87612e1-6714-4504-96fd-28d057ac1387,3fa7ecaf-3b4f-43ed-a313-ed493a3d0b28,5c4966e2-15e1-43ee-a783-c2c32edae5aa,2025-12-01 12:00:00,Gopuff offer,28.11,FALSE,,match,FALSE,Gopuff
redeemable,a87612e1-6714-4504-96fd-28d057ac1387,6aecba35-ffc8-4990-87d0-61b25618e1c5,61f11d22-9756-4114-a4ad-24d7ad2de2ca,2025-12-05 12:00:00,Gopuff offer,8.16,FALSE,,match,FALSE,Gopuff
redeemable,a87612e1-6714-4504-96fd-28d057ac1387,3ef80397-b208-4c7a-b222-75a4d6197e15,d4756ddb-5c98-45e3-a8fb-235f2fb120a2,2025-12-01 12:00:00,Gopuff offer,6.15,TRUE,time_based,match,FALSE,Gopuff
redeemable,a87612e1-6714-4504-96fd-28d057ac1387,9b3f009a-2ad8-4c65-9f26-47b14fee379b,c3efd5fa-81bd-4690-8d58-7cc0fdbae384,2025-12-03 12:00:00,Gopuff offer,18.7,FALSE,,match,FALSE,Gopuff
redeemable,a87612e1-6714-4504-96fd-28d057ac1387,9a4922ef-780c-463b-b771-78aaa888d9b0,6ed97709-6b09-4b59-b4e9-dfe053dfb571,2025-12-15 12:00:00,Gopuff offer,26.78,FALSE,,match,FALSE,Gopuff
redeemable,a87612e1-6714-4504-96fd-28d057ac1387,5b026704-ff0c-41c4-8aa9-36900236e6b0,01c699d4-966b-416d-bb3b-056195554f20,2026-01-03 12:00:00,Gopuff offer,24.47,FALSE,,match,FALSE,Gopuff
redeemable,a87612e1-6714-4504-96fd-28d057ac1387,8d2406af-018f-414d-bbc3-a25a05ac2e2e,01c699d4-966b-416d-bb3b-056195554f20,2026-02-15 14:00:00,Gopuff offer,31.12,FALSE,,match,FALSE,Gopuff
redeemable,a87612e1-6714-4504-96fd-28d057ac1387,89ae1e27-269f-41d4-9102-87e3dd47e02e,01c699d4-966b-416d-bb3b-056195554f20,2026-03-09 14:00:00,Gopuff offer,34.9,FALSE,,match,FALSE,Gopuff
redeemable,a87612e1-6714-4504-96fd-28d057ac1387,3590d80a-61af-4370-a55c-2b0fa5c4be67,776c544c-acdc-4932-9eb9-f89942363288,2026-01-08 12:00:00,Gopuff offer,26.59,FALSE,,match,FALSE,Gopuff
redeemable,a87612e1-6714-4504-96fd-28d057ac1387,5d2d3a38-2fe8-474b-b94c-9e80c7750d55,776c544c-acdc-4932-9eb9-f89942363288,2026-02-07 14:00:00,Gopuff offer,39.18,FALSE,,match,FALSE,Gopuff
redeemable,a87612e1-6714-4504-96fd-28d057ac1387,1b196322-50c3-43f6-8fe0-52e139321c1e,776c544c-acdc-4932-9eb9-f89942363288,2026-03-10 14:00:00,Gopuff offer,25.91,FALSE,,match,FALSE,Gopuff
redeemable,a87612e1-6714-4504-96fd-28d057ac1387,710c3a5b-3d6e-419c-a87a-b13558d3bd2c,21000570-7ec0-44fc-98f4-e582ed24a047,2026-01-13 12:00:00,Gopuff offer,37.19,FALSE,,match,FALSE,Gopuff
redeemable,a87612e1-6714-4504-96fd-28d057ac1387,876434f1-59d5-42fa-8c38-298df9dc9231,21000570-7ec0-44fc-98f4-e582ed24a047,2026-02-16 14:00:00,Gopuff offer,9.38,FALSE,,match,FALSE,Gopuff
redeemable,a87612e1-6714-4504-96fd-28d057ac1387,19ba53ab-bb4c-4804-b831-a467c6b34705,21000570-7ec0-44fc-98f4-e582ed24a047,2026-03-08 14:00:00,Gopuff offer,11.56,FALSE,,match,FALSE,Gopuff
redeemable,a87612e1-6714-4504-96fd-28d057ac1387,08c89434-2b83-4b68-97ef-d03203d648e0,f879b91f-0bdc-4a11-8289-d87b922a10db,2026-01-14 12:00:00,Gopuff offer,37.34,FALSE,,match,FALSE,Gopuff
redeemable,a87612e1-6714-4504-96fd-28d057ac1387,007ca283-fac4-4e73-b7b0-d7bece27ec41,f879b91f-0bdc-4a11-8289-d87b922a10db,2026-02-08 14:00:00,Gopuff offer,36.1,FALSE,,match,FALSE,Gopuff
