merchant_id,state,timestamp,trans_currency,transaction_id,type,merchant_city,merchant_category,merchant_postcode,_3ds,charged_amount,charged_currency,merchant_country,merchant_description,fx_rate,trans_amount,user_id,points_earned,mcc,_wallet,raw_merchant_description,terminal_id
352f44f9-8072-4ee1-a0c4-8aee0630a80f,settled,2025-04-29 10:51:22,GBP,cadbe430-10f5-404f-9813-4294c50d900c,contactless,London,restaurant,EC1A1BB,True,61.07,GBP,GBR,Franco Manca,,61.07,e588da33-cc15-4aaf-9a21-2a9b98afd8e7,305,5811,GOOGLE_PAY,Franco Manca,12416
063b4b7a-851a-474b-8222-8a8f5bdfe6f6,settled,2025-10-12 16:48:15,GBP,668cda78-60a2-4802-9aab-a8ed05a40574,online,London,restaurant,EC1A1BB,False,14.83,GBP,GBR,Go Puff,,14.83,e588da33-cc15-4aaf-9a21-2a9b98afd8e7,74,5411,,Go Puff,81553
dae9c172-bbf5-4ec4-bd3a-42b15e10890c,settled,2025-11-21 03:09:56,GBP,88a0efea-9e78-4291-9cb5-53963cf1c7f5,chip_and_pin,London,restaurant,EC1A1BB,True,27.71,GBP,GBR,Burger & Lobster,,27.71,dc6fc45e-5eb0-413b-b418-aeef67c8e83f,139,5811,,Burger & Lobster,63044
f0d61dce-a0b3-44c7-bc66-bb0ec0e89f6e,settled,2025-05-15 23:25:15,GBP,594d3489-b8d0-4cd4-b133-b914e06f26b2,chip_and_pin,London,restaurant,EC1A1BB,False,22.23,GBP,GBR,GOPUFF*DELIVERY,,22.23,e52c4efa-d593-46da-892e-3708e27a0de3,111,5411,GOOGLE_PAY,GOPUFF*DELIVERY,88483
d6b8f694-9526-4e40-9ae6-d8fc57f9a6c7,settled,2025-04-05 01:35:17,GBP,6c911b8b-36d3-40fc-885a-f768fde28521,chip_and_pin,London,restaurant,EC1A1BB,False,31.64,GBP,GBR,Pizza Pilgrims,,31.64,4c5d30c1-c7d7-4291-80af-82e80f68f70e,158,5811,GOOGLE_PAY,Pizza Pilgrims,42040
49f84aff-24cc-4f13-9537-bfb775e4230a,settled,2025-01-14 09:04:00,GBP,e5f2d9d0-71ed-425a-b6b0-68a8eab3fa05,chip_and_pin,London,restaurant,EC1A1BB,True,32.38,GBP,GBR,Frive,,32.38,dc6fc45e-5eb0-413b-b418-aeef67c8e83f,162,5811,GOOGLE_PAY,Frive,42529
368da767-6364-4128-b40b-a924b7f49aba,settled,2025-07-16 00:28:37,GBP,686b9d6f-3405-456c-af87-a7224271a95a,contactless,London,restaurant,EC1A1BB,False,92.62,GBP,GBR,Frive,,92.62,1c2f7862-ba10-4494-88cf-afd94f79b6f1,463,5811,GOOGLE_PAY,Frive,49877
f07a7e8a-e17c-43ab-825d-232226d9a020,settled,2025-09-02 12:56:55,GBP,3a1f0409-ed7e-49be-b690-d4d25077ed59,online,London,restaurant,EC1A1BB,False,96.06,GBP,GBR,THE FRIVE,,96.06,82819130-a6a0-4816-9f0d-8c5f37829f3d,480,5811,,THE FRIVE,74774
97200aaf-9f7a-43c2-9b27-a261833eccb9,settled,2025-02-28 01:05:51,GBP,08500039-18cd-464b-900b-031e7905683a,chip_and_pin,London,restaurant,EC1A1BB,True,72.21,GBP,GBR,Dishoom Shoreditch,,72.21,53389114-0b1a-4a9e-a9ef-fb2a0bc47df2,361,5811,GOOGLE_PAY,Dishoom Shoreditch,78649
3518f9f3-8f7c-491c-bdea-c47f96f1d99f,settled,2025-10-20 09:13:49,GBP,208f1de8-eca1-4703-9d9b-f26bd0cd9381,chip_and_pin,London,restaurant,EC1A1BB,True,72.33,GBP,GBR,Dishoom Shoreditch,,72.33,e588da33-cc15-4aaf-9a21-2a9b98afd8e7,362,5811,,Dishoom Shoreditch,21153
5c99c0e2-f628-4eeb-9384-faefd827aab2,settled,2025-01-13 02:26:13,GBP,becafb46-9cf3-4af4-96aa-7a1fda8f2fdc,chip_and_pin,London,restaurant,EC1A1BB,True,106.15,GBP,GBR,Frive,,106.15,e52c4efa-d593-46da-892e-3708e27a0de3,531,5811,APPLE_PAY,Frive,92080
e8429afb-6915-4f85-96d7-595da6657973,settled,2025-07-26 09:24:56,GBP,6e5db07c-dcff-4938-af75-45aa286f9971,chip_and_pin,London,restaurant,EC1A1BB,True,15.31,GBP,GBR,Frive,,15.31,f770b398-a7bc-41b1-b621-dd2e850205bb,77,5811,,Frive,96415
7f372d4f-8e22-44e2-ae51-a4ae3e4babf3,settled,2025-07-24 06:35:00,GBP,8db3314d-0588-4e94-9e61-4893b1c1ba9c,chip_and_pin,London,restaurant,EC1A1BB,False,73.77,GBP,GBR,Flat Iron Soho,,73.77,b7b9f418-63d5-4bc5-bee9-f925f8f2b803,369,5811,APPLE_PAY,Flat Iron Soho,74742
f081dd13-86ce-4bc9-8261-9f6f45ac490d,settled,2025-11-25 08:55:20,GBP,4a9def6f-a863-49e4-9152-6f498c8e55d3,chip_and_pin,London,restaurant,EC1A1BB,True,87.86,GBP,GBR,Frive,,87.86,d889683c-0b36-4e3a-bad5-2c7da4cdf851,439,5811,APPLE_PAY,Frive,53486
bb715881-8d39-4ad3-b615-0acaf55c1f85,settled,2025-04-09 14:53:41,GBP,2287fff0-4b8b-477b-8122-e5c8a0d965b6,contactless,London,restaurant,EC1A1BB,True,21.74,GBP,GBR,Hoppers Soho,,21.74,f26ae5e1-519b-45ca-93f9-11b50c50e21d,109,5811,,Hoppers Soho,98566
16fce78b-8650-4391-a363-2b114cee3243,settled,2025-07-10 03:32:10,GBP,8462dead-54b7-47f4-a9da-614ce1291bc8,online,London,restaurant,EC1A1BB,True,46.04,GBP,GBR,Honest Burgers,,46.04,53389114-0b1a-4a9e-a9ef-fb2a0bc47df2,230,5811,APPLE_PAY,Honest Burgers,71989
e7be9c64-b287-4c82-b0ea-75af9898010d,settled,2025-01-07 19:09:12,GBP,3b3caa16-f398-4fa7-86dd-9526bf3e9436,contactless,London,restaurant,EC1A1BB,True,106.97,GBP,GBR,THE FRIVE,,106.97,53389114-0b1a-4a9e-a9ef-fb2a0bc47df2,535,5811,APPLE_PAY,THE FRIVE,86214
f2fa9095-47bc-4566-a79b-ebb194cfd825,settled,2025-02-05 01:41:09,GBP,7dd33c64-f353-4396-8797-4dbbd0ed433c,chip_and_pin,London,restaurant,EC1A1BB,False,21.68,GBP,GBR,Gymkhana London,,21.68,0c796ddd-8cd1-4192-a4ad-fd023d51f23c,108,5811,APPLE_PAY,Gymkhana London,40327
11f89783-0ee7-4bdd-a4ea-6b80ed22c65a,settled,2025-07-13 08:39:07,GBP,fb3d6bf5-b7c6-4092-8a08-f6393ad3ed12,chip_and_pin,London,restaurant,EC1A1BB,True,12.26,GBP,GBR,Pizza Pilgrims,,12.26,dc6fc45e-5eb0-413b-b418-aeef67c8e83f,61,5811,GOOGLE_PAY,Pizza Pilgrims,64549
7fdbb876-61f7-4c2d-a469-aca5bc98e1d4,settled,2025-05-14 13:56:27,GBP,a84fc7e1-413b-4f1c-844d-c40a48babc29,contactless,London,restaurant,EC1A1BB,True,15.17,GBP,GBR,Frive,,15.17,d889683c-0b36-4e3a-bad5-2c7da4cdf851,76,5811,APPLE_PAY,Frive,47988
5990e38f-a1f4-4502-917e-0a7a99d2fc21,settled,2025-04-09 08:06:32,GBP,4a79c8ad-0627-4ea7-b74b-d33696bc978a,online,London,restaurant,EC1A1BB,True,109.89,GBP,GBR,FRIVE LTD,,109.89,9119c8ee-2828-4148-8dd2-e09eee42ee67,549,5811,GOOGLE_PAY,FRIVE LTD,46783
2f43c139-5aaf-45df-a80e-859742b60dd7,settled,2025-02-09 12:00:16,GBP,c817b7c4-fee5-45f9-9a41-76265432e90a,online,London,restaurant,EC1A1BB,False,30.2,GBP,GBR,Pizza Pilgrims,,30.2,e52c4efa-d593-46da-892e-3708e27a0de3,151,5811,APPLE_PAY,Pizza Pilgrims,13802
3e69dc5e-1ac1-4030-9c04-9c067159e324,settled,2025-11-12 08:02:12,GBP,dcc1de81-b4ae-4fd4-bc75-3acc68f60b15,online,London,restaurant,EC1A1BB,False,52.09,GBP,GBR,Franco Manca,,52.09,1c2f7862-ba10-4494-88cf-afd94f79b6f1,260,5811,,Franco Manca,90598
d4f09c92-ec29-4520-bebe-0fd21a66cca9,settled,2025-10-20 07:22:27,GBP,dbd50a28-70bb-4e4c-8c66-46390ba565fe,online,London,restaurant,EC1A1BB,False,78.57,GBP,GBR,Dishoom Shoreditch,,78.57,0c796ddd-8cd1-4192-a4ad-fd023d51f23c,393,5811,GOOGLE_PAY,Dishoom Shoreditch,49029
ec2bd948-49a4-4c62-9c67-43b8f3e0697f,settled,2025-04-10 07:41:43,GBP,ef0a2e13-ff78-4710-86ef-c0cb43b27c96,contactless,London,restaurant,EC1A1BB,True,59.89,GBP,GBR,The Breakfast Club,,59.89,0ef72607-b006-4d79-a40c-04df2aded4d7,299,5811,GOOGLE_PAY,The Breakfast Club,94306
df687eec-f456-47c0-8e1a-775699c152e0,settled,2025-03-04 18:45:07,GBP,afd79944-bfca-4955-9735-8d75204b42ef,online,London,restaurant,EC1A1BB,True,67.29,GBP,GBR,FRIVE LTD,,67.29,b7b9f418-63d5-4bc5-bee9-f925f8f2b803,336,5811,GOOGLE_PAY,FRIVE LTD,81799
28432d9c-b36a-485f-b393-32af2f18b67e,settled,2025-03-16 17:21:50,GBP,1a63f91a-9170-45ab-bdfc-c0c90f728d04,contactless,London,restaurant,EC1A1BB,True,67.81,GBP,GBR,Frive,,67.81,82819130-a6a0-4816-9f0d-8c5f37829f3d,339,5811,,Frive,64104
fbb8a263-cf6b-4c4c-978f-c50d61340a62,settled,2025-05-29 16:18:27,GBP,0fbc1efa-a018-42d2-ab0c-4c98842071b8,contactless,London,restaurant,EC1A1BB,True,18.53,GBP,GBR,GOPUFF*DELIVERY,,18.53,fb8a8020-15c9-4dd0-b850-d47e8367fdf8,93,5411,GOOGLE_PAY,GOPUFF*DELIVERY,22137
da09eea6-a160-4e2a-a9eb-5645561c19bb,settled,2025-04-16 06:05:51,GBP,467b365e-b4a9-40a9-bb44-b3bd0ca52e46,contactless,London,restaurant,EC1A1BB,True,43.52,GBP,GBR,Honest Burgers,,43.52,dc6fc45e-5eb0-413b-b418-aeef67c8e83f,218,5811,APPLE_PAY,Honest Burgers,65731
e7c49b04-b807-47be-8d40-5c487ea1bebb,settled,2025-10-03 13:07:44,EUR,7076c7b6-2727-407c-a58f-7e8b65ee3f27,contactless,London,restaurant,EC1A1BB,True,47.76,EUR,GBR,Hoppers Soho,1.19,47.76,1c2f7862-ba10-4494-88cf-afd94f79b6f1,239,5811,APPLE_PAY,Hoppers Soho,30234
d716f5bb-b1c2-4b1a-95a4-f13350c12e82,settled,2025-03-01 01:22:43,GBP,d9e9140c-3693-4357-b1ca-0cd9af1ed0b7,contactless,London,restaurant,EC1A1BB,True,8.4,GBP,GBR,Go Puff,,8.4,e588da33-cc15-4aaf-9a21-2a9b98afd8e7,42,5411,APPLE_PAY,Go Puff,94607
